class,image_path,name,xmax,xmin,ymax,ymin
2,ab0e2122d7786186da2e1c4a3d3d6fb4.jpg,POTHOLES,1518.107421875,982.212890625,1080.0,853.193603515625
3,ab0e2122d7786186da2e1c4a3d3d6fb4.jpg,GARBAGE,1154.3125,927.087890625,515.3751220703125,353.44329833984375
3,ab0e2122d7786186da2e1c4a3d3d6fb4.jpg,GARBAGE,1648.390380859375,1425.079345703125,491.5560302734375,347.3983459472656
3,ab0e2122d7786186da2e1c4a3d3d6fb4.jpg,GARBAGE,1813.7918701171875,1570.30810546875,496.603759765625,355.2164306640625
9,51e45a98c72f86c44bc6340c6ca6a8e7.jpg,CLUTTER_SIDEWALK,1917.0406494140625,1041.789794921875,768.8435668945312,409.9661865234375
9,51e45a98c72f86c44bc6340c6ca6a8e7.jpg,CLUTTER_SIDEWALK,1208.90576171875,18.292922973632812,727.7098999023438,381.23321533203125
3,51e45a98c72f86c44bc6340c6ca6a8e7.jpg,GARBAGE,176.55242919921875,74.18814086914062,401.7889709472656,327.8137512207031
4,443a50c860568eb0e6188525400f1736.jpg,CONSTRUCTION_ROAD,498.83831787109375,0.0,637.0925903320312,302.9766540527344
4,443a50c860568eb0e6188525400f1736.jpg,CONSTRUCTION_ROAD,849.761474609375,366.2702941894531,526.9465942382812,319.8425598144531
2,443a50c860568eb0e6188525400f1736.jpg,POTHOLES,430.6418151855469,0.0,1013.578369140625,613.6668701171875
3,ea57cc594dba39b5b25617a7f6ae87d5.jpg,GARBAGE,793.7764892578125,536.2506103515625,542.1220703125,310.1785888671875
3,1697d2971efa752abd823083978cb3b1.jpg,GARBAGE,758.5242309570312,526.904541015625,578.4849853515625,458.9925537109375
2,3dea470248e8637636a0f89697b41236.jpg,POTHOLES,695.9422607421875,160.04598999023438,857.3134765625,553.35986328125
3,54bd134d15e7b274e3811b61257c12b9.jpg,GARBAGE,817.3672485351562,614.3099365234375,477.8374328613281,339.5120849609375
4,1745703a49f8870571667504fa93f585.jpg,CONSTRUCTION_ROAD,864.570556640625,0.0,1080.0,340.79486083984375
4,1745703a49f8870571667504fa93f585.jpg,CONSTRUCTION_ROAD,1914.17578125,675.911376953125,1080.0,346.45391845703125
0,9f7b4611104b81e0c3e4f7e12dabe7ad.jpg,GRAFFITI,834.2319946289062,0.0,491.549072265625,0.0
7,0bd97eb285fcedd86932513f674b162b.jpg,BAD_BILLBOARD,1219.1500244140625,1061.918212890625,374.707275390625,225.04525756835938
7,0bd97eb285fcedd86932513f674b162b.jpg,BAD_BILLBOARD,547.6663818359375,384.91436767578125,393.785888671875,250.740478515625
7,0bd97eb285fcedd86932513f674b162b.jpg,BAD_BILLBOARD,1418.7210693359375,1084.3226318359375,359.73046875,204.82595825195312
0,0bd97eb285fcedd86932513f674b162b.jpg,GRAFFITI,1744.376953125,1474.9962158203125,437.35467529296875,307.4825744628906
7,0bd97eb285fcedd86932513f674b162b.jpg,BAD_BILLBOARD,1124.779541015625,995.2058715820312,391.352294921875,279.51171875
2,4ed7f2cda06447613cb700c6e34790c0.jpg,POTHOLES,532.48779296875,116.34461975097656,793.6407470703125,521.2153930664062
2,4ed7f2cda06447613cb700c6e34790c0.jpg,POTHOLES,1259.728271484375,1005.5712890625,975.475341796875,594.4747314453125
3,006e04a34f54d116f6aff2bb31cb320c.jpg,GARBAGE,282.7270202636719,0.0,687.8365478515625,346.0278625488281
3,006e04a34f54d116f6aff2bb31cb320c.jpg,GARBAGE,895.5960693359375,746.1534423828125,708.011474609375,609.5732421875
9,bdd6271e66ffd4f998f152223540aeec.jpg,CLUTTER_SIDEWALK,706.7777709960938,0.0,604.2205810546875,354.0633544921875
3,bdd6271e66ffd4f998f152223540aeec.jpg,GARBAGE,871.4158935546875,693.1683349609375,692.041015625,576.1480102539062
9,bdd6271e66ffd4f998f152223540aeec.jpg,CLUTTER_SIDEWALK,1920.0,1434.8800048828125,586.2525024414062,409.2529296875
9,6e6b430912712af2a70f9bcce8c10dc2.jpg,CLUTTER_SIDEWALK,1682.033935546875,1090.9766845703125,512.5306396484375,349.8349914550781
9,6e6b430912712af2a70f9bcce8c10dc2.jpg,CLUTTER_SIDEWALK,941.2150268554688,319.0811767578125,492.7740478515625,346.41278076171875
9,6e6b430912712af2a70f9bcce8c10dc2.jpg,CLUTTER_SIDEWALK,1920.0,1565.71728515625,527.0311279296875,346.75030517578125
9,6e6b430912712af2a70f9bcce8c10dc2.jpg,CLUTTER_SIDEWALK,406.7221984863281,0.0,489.77252197265625,347.4536437988281
2,cbabdf39160d2b7e8404881e3333374d.jpg,POTHOLES,666.486572265625,0.0,1080.0,600.4037475585938
2,cbabdf39160d2b7e8404881e3333374d.jpg,POTHOLES,955.462646484375,799.81640625,606.1631469726562,483.6485595703125
3,cbabdf39160d2b7e8404881e3333374d.jpg,GARBAGE,1543.0341796875,1368.8046875,555.1915893554688,437.9013671875
4,ba91a0c500ebdcceefc38483c99f67a1.jpg,CONSTRUCTION_ROAD,1920.0,1374.1834716796875,606.026611328125,293.0065612792969
9,ba91a0c500ebdcceefc38483c99f67a1.jpg,CLUTTER_SIDEWALK,1594.723388671875,636.8768310546875,556.802734375,303.73065185546875
3,ba91a0c500ebdcceefc38483c99f67a1.jpg,GARBAGE,798.7120361328125,673.3336791992188,444.96807861328125,367.7655029296875
3,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,516.6629638671875,198.1654815673828,670.3319702148438,458.9107666015625
3,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,1774.91650390625,1539.576171875,517.466552734375,320.7845458984375
3,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,665.632080078125,364.04833984375,625.481201171875,441.00799560546875
3,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,1131.2913818359375,913.893798828125,513.83447265625,389.1261291503906
3,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,302.97686767578125,6.122966766357422,720.4675903320312,520.572265625
3,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,750.701171875,510.62933349609375,602.286865234375,433.7560729980469
3,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,1495.578125,1324.22216796875,511.57794189453125,393.0242919921875
3,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,1886.57275390625,1640.896484375,508.4622802734375,319.9361267089844
3,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,134.82516479492188,0.0,721.51953125,528.9994506835938
3,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,1920.0,1717.70263671875,444.400634765625,290.63671875
3,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,1626.86083984375,1416.4267578125,500.99603271484375,350.260498046875
8,560cb929617b99c6c348485e8b4b72e9.jpg,SAND_ON_ROAD,1920.0,1742.119384765625,436.119140625,289.8663330078125
4,7d9c1bcb917c1302ffa853cd62e887f3.jpg,CONSTRUCTION_ROAD,763.6822509765625,298.9831237792969,514.7565307617188,248.9151611328125
4,7d9c1bcb917c1302ffa853cd62e887f3.jpg,CONSTRUCTION_ROAD,893.6943969726562,619.8178100585938,467.94525146484375,300.9118347167969
4,7d9c1bcb917c1302ffa853cd62e887f3.jpg,CONSTRUCTION_ROAD,517.6854858398438,0.0,612.2720336914062,211.71693420410156
4,89d36b3b14683cc547c658dd99c4d54f.jpg,CONSTRUCTION_ROAD,1920.0,665.581298828125,1022.8976440429688,157.86447143554688
4,89d36b3b14683cc547c658dd99c4d54f.jpg,CONSTRUCTION_ROAD,1053.542724609375,0.0,1070.1788330078125,258.5940856933594
9,54e48ca9bc3dd622ff37a67b601cacf6.jpg,CLUTTER_SIDEWALK,1879.2191162109375,1126.283935546875,486.94451904296875,308.94775390625
9,54e48ca9bc3dd622ff37a67b601cacf6.jpg,CLUTTER_SIDEWALK,1096.906005859375,496.1104431152344,474.7632751464844,298.5528259277344
9,54e48ca9bc3dd622ff37a67b601cacf6.jpg,CLUTTER_SIDEWALK,446.9665832519531,0.0,457.34033203125,282.04803466796875
9,54e48ca9bc3dd622ff37a67b601cacf6.jpg,CLUTTER_SIDEWALK,1486.951904296875,919.0695190429688,490.638427734375,303.6810607910156
9,54e48ca9bc3dd622ff37a67b601cacf6.jpg,CLUTTER_SIDEWALK,1920.0,1575.43212890625,486.15838623046875,331.8520202636719
7,11218184acaf2261a534075f1021042a.jpg,BAD_BILLBOARD,1871.006103515625,1535.50634765625,370.236572265625,155.620849609375
7,11218184acaf2261a534075f1021042a.jpg,BAD_BILLBOARD,1372.3077392578125,1233.064208984375,401.090576171875,296.22064208984375
2,f5e5817a4995232f16c36c7e7418fbf2.jpg,POTHOLES,581.367431640625,1.3756484985351562,995.1129150390625,629.211669921875
0,4c1561b93fef37c5a2eb600ddf7a6c61.jpg,GRAFFITI,550.0994873046875,345.9964599609375,411.24346923828125,265.60284423828125
4,4f414b816a87f471d7bc19ef0703a310.jpg,CONSTRUCTION_ROAD,1416.25439453125,902.6893310546875,605.3763427734375,212.83230590820312
4,4f414b816a87f471d7bc19ef0703a310.jpg,CONSTRUCTION_ROAD,1892.49853515625,1121.98974609375,808.65625,108.51882934570312
4,4f414b816a87f471d7bc19ef0703a310.jpg,CONSTRUCTION_ROAD,452.88720703125,0.0,643.573974609375,310.25262451171875
4,4f414b816a87f471d7bc19ef0703a310.jpg,CONSTRUCTION_ROAD,1098.9532470703125,825.3863525390625,487.62322998046875,289.3106689453125
4,4f414b816a87f471d7bc19ef0703a310.jpg,CONSTRUCTION_ROAD,756.4837036132812,483.0374755859375,491.0986633300781,349.1558532714844
4,4f414b816a87f471d7bc19ef0703a310.jpg,CONSTRUCTION_ROAD,948.4993896484375,736.57080078125,455.9730224609375,314.3756408691406
4,4f414b816a87f471d7bc19ef0703a310.jpg,CONSTRUCTION_ROAD,621.1580200195312,248.36343383789062,530.302978515625,343.29803466796875
4,54b2d34de7eb4a2521e411af9127a322.jpg,CONSTRUCTION_ROAD,1920.0,1006.7561645507812,806.5801391601562,241.48007202148438
4,54b2d34de7eb4a2521e411af9127a322.jpg,CONSTRUCTION_ROAD,863.484375,0.0,771.548583984375,153.14935302734375
4,54b2d34de7eb4a2521e411af9127a322.jpg,CONSTRUCTION_ROAD,1462.30712890625,356.4586181640625,786.6948852539062,217.49354553222656
3,77ac493700369accc28d39be5b31f153.jpg,GARBAGE,909.16943359375,755.9559326171875,597.1077880859375,490.72686767578125
3,77ac493700369accc28d39be5b31f153.jpg,GARBAGE,1697.2056884765625,1481.775390625,717.1478271484375,574.2979736328125
0,e417727e8dfd3d0b0e049833ad3ee669.jpg,GRAFFITI,1087.0308837890625,873.6769409179688,579.2717895507812,421.8948974609375
4,dd1b771e20965f1743af4a6ce0b1fd0a.jpg,CONSTRUCTION_ROAD,875.062744140625,441.9601135253906,511.0342712402344,279.6352844238281
4,dd1b771e20965f1743af4a6ce0b1fd0a.jpg,CONSTRUCTION_ROAD,651.5054931640625,213.87716674804688,568.7713623046875,247.7523193359375
4,dd1b771e20965f1743af4a6ce0b1fd0a.jpg,CONSTRUCTION_ROAD,439.4916687011719,0.0,696.6009521484375,143.11856079101562
3,dd1b771e20965f1743af4a6ce0b1fd0a.jpg,GARBAGE,1822.08984375,1475.8699951171875,766.7869873046875,559.474609375
3,dd1b771e20965f1743af4a6ce0b1fd0a.jpg,GARBAGE,1920.0,1690.64697265625,830.3941040039062,677.48486328125
4,99fce2201a1513c3824d8a3608026f9b.jpg,CONSTRUCTION_ROAD,711.313232421875,0.0,761.7405395507812,275.87689208984375
3,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,577.4921875,321.0859680175781,676.6834106445312,458.81695556640625
3,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,797.4615478515625,468.6259460449219,677.967529296875,507.0745849609375
3,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,1472.510009765625,1290.690673828125,889.1849365234375,765.6158447265625
3,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,1870.368896484375,1696.32421875,704.7822265625,559.5905151367188
3,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,1730.561767578125,1381.593994140625,555.658203125,402.7815856933594
3,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,1402.890625,1222.5574951171875,678.4668579101562,555.0556030273438
3,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,997.4107666015625,831.8447265625,608.0968017578125,475.6808166503906
3,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,1899.41064453125,1786.352294921875,521.7174072265625,434.361572265625
3,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,353.08197021484375,222.66549682617188,661.135498046875,541.296630859375
9,ddbf796e79a7fd1471d209fa183009d4.jpg,CLUTTER_SIDEWALK,1915.6058349609375,1212.4786376953125,792.307861328125,560.3143310546875
3,ddbf796e79a7fd1471d209fa183009d4.jpg,GARBAGE,236.81121826171875,64.25093841552734,876.0203247070312,770.1520385742188
8,84381c4b0cddef812d9ddccf69caa6ca.jpg,SAND_ON_ROAD,1032.4962158203125,518.8092041015625,738.9658203125,438.35760498046875
0,84381c4b0cddef812d9ddccf69caa6ca.jpg,GRAFFITI,1149.076416015625,925.3038330078125,542.2630615234375,393.903564453125
2,84381c4b0cddef812d9ddccf69caa6ca.jpg,POTHOLES,294.260009765625,0.0,923.9013671875,637.9761962890625
3,179ad005c5cec2a44b6eaf2a4dac3c39.jpg,GARBAGE,989.4204711914062,912.6956176757812,452.8740234375,384.7033996582031
3,179ad005c5cec2a44b6eaf2a4dac3c39.jpg,GARBAGE,1427.626953125,1347.61474609375,553.9605102539062,467.19488525390625
3,179ad005c5cec2a44b6eaf2a4dac3c39.jpg,GARBAGE,764.1712646484375,686.6458740234375,420.17864990234375,349.55865478515625
7,179ad005c5cec2a44b6eaf2a4dac3c39.jpg,BAD_BILLBOARD,1255.2545166015625,1068.03173828125,259.7491149902344,166.34751892089844
7,1580f03eea1771822e5b8ec72a187040.jpg,BAD_BILLBOARD,1568.236328125,1382.1953125,443.30889892578125,303.734375
7,1580f03eea1771822e5b8ec72a187040.jpg,BAD_BILLBOARD,1461.89013671875,1280.072265625,446.4964599609375,345.6594543457031
3,1580f03eea1771822e5b8ec72a187040.jpg,GARBAGE,453.63677978515625,0.0,882.42578125,546.9432373046875
2,eb04074ed3f9f93b1ceabff44640bdcb.jpg,POTHOLES,1911.6962890625,1330.6224365234375,1055.66845703125,628.7965087890625
7,2e2300be77fb56a90d61add02e2a862d.jpg,BAD_BILLBOARD,1358.491943359375,500.166015625,494.2740478515625,16.828445434570312
7,2e2300be77fb56a90d61add02e2a862d.jpg,BAD_BILLBOARD,1897.40478515625,1079.6722412109375,521.75,23.306739807128906
4,2e2300be77fb56a90d61add02e2a862d.jpg,CONSTRUCTION_ROAD,1913.5946044921875,1246.5318603515625,742.0739135742188,290.58856201171875
7,2e2300be77fb56a90d61add02e2a862d.jpg,BAD_BILLBOARD,915.5901489257812,99.83106994628906,469.8745422363281,0.0
4,2e2300be77fb56a90d61add02e2a862d.jpg,CONSTRUCTION_ROAD,1628.5426025390625,751.5965576171875,737.6317749023438,272.6649475097656
4,2e2300be77fb56a90d61add02e2a862d.jpg,CONSTRUCTION_ROAD,1190.8946533203125,225.92312622070312,716.305908203125,262.9410705566406
4,2e2300be77fb56a90d61add02e2a862d.jpg,CONSTRUCTION_ROAD,638.3779296875,0.0,710.720947265625,236.82952880859375
7,2e2300be77fb56a90d61add02e2a862d.jpg,BAD_BILLBOARD,497.53802490234375,6.128059387207031,457.4235534667969,5.361305236816406
7,2e2300be77fb56a90d61add02e2a862d.jpg,BAD_BILLBOARD,1912.83984375,1550.6356201171875,526.1639404296875,32.90636444091797
3,208db219ca547490d795b94e7ff028e1.jpg,GARBAGE,505.9119873046875,271.52508544921875,477.4794921875,363.16510009765625
8,208db219ca547490d795b94e7ff028e1.jpg,SAND_ON_ROAD,308.1845703125,62.057647705078125,428.7523498535156,293.1462707519531
3,de716ddbdf950a1712bda5198fa672ac.jpg,GARBAGE,984.2964477539062,775.1043090820312,536.4420776367188,375.0980529785156
3,de716ddbdf950a1712bda5198fa672ac.jpg,GARBAGE,1244.60546875,1074.848388671875,522.2431030273438,390.95953369140625
3,8a330d1b513b3509553a1e6f159f8ea3.jpg,GARBAGE,602.9510498046875,427.8629150390625,556.1837158203125,442.38250732421875
3,8a330d1b513b3509553a1e6f159f8ea3.jpg,GARBAGE,882.3494873046875,763.7294921875,485.6568603515625,398.8919677734375
3,e09f8936d5b62c2c4cf234bc2e9395f4.jpg,GARBAGE,1126.060791015625,895.1043090820312,640.832275390625,491.5959777832031
3,4e10617e7f35cc8a3cb79361f1ba9e33.jpg,GARBAGE,1782.718017578125,1524.25146484375,541.4837036132812,383.1969909667969
3,4e10617e7f35cc8a3cb79361f1ba9e33.jpg,GARBAGE,1467.841064453125,1285.5316162109375,533.7464599609375,407.43359375
0,4e10617e7f35cc8a3cb79361f1ba9e33.jpg,GRAFFITI,354.43988037109375,0.0,419.29150390625,200.2770538330078
3,4e10617e7f35cc8a3cb79361f1ba9e33.jpg,GARBAGE,263.9416198730469,0.0,552.787353515625,395.92877197265625
3,4e10617e7f35cc8a3cb79361f1ba9e33.jpg,GARBAGE,923.2562255859375,674.4776000976562,541.1603393554688,399.1606750488281
3,4e10617e7f35cc8a3cb79361f1ba9e33.jpg,GARBAGE,661.9957275390625,425.4203796386719,537.1451416015625,396.2932434082031
3,321fc3bfa2f991ffbb8cedb947c63dab.jpg,GARBAGE,418.83154296875,259.527587890625,529.5689086914062,419.8917236328125
3,c03ec9bf5e8e9c90269c6fbb35149b55.jpg,GARBAGE,912.1990356445312,139.77809143066406,970.6768798828125,607.0081787109375
3,c03ec9bf5e8e9c90269c6fbb35149b55.jpg,GARBAGE,656.2783203125,132.2527313232422,749.989990234375,427.1136474609375
3,c03ec9bf5e8e9c90269c6fbb35149b55.jpg,GARBAGE,1920.0,1583.2818603515625,699.560546875,430.4093017578125
3,c03ec9bf5e8e9c90269c6fbb35149b55.jpg,GARBAGE,1731.5350341796875,1175.62548828125,745.8931884765625,437.0113220214844
3,c03ec9bf5e8e9c90269c6fbb35149b55.jpg,GARBAGE,1918.374755859375,1613.9139404296875,857.7630615234375,573.49853515625
2,3c4712c2a73de54efa3124babc48acf6.jpg,POTHOLES,1134.06640625,843.4632568359375,505.9496154785156,335.315673828125
2,3c4712c2a73de54efa3124babc48acf6.jpg,POTHOLES,1765.3165283203125,1236.956298828125,851.172607421875,343.9677734375
3,3c4712c2a73de54efa3124babc48acf6.jpg,GARBAGE,868.64306640625,612.919677734375,419.1473693847656,269.2410888671875
9,93bde74fdd41477b566d6d7ddea62619.jpg,CLUTTER_SIDEWALK,1913.839599609375,759.4346313476562,810.8089599609375,403.88116455078125
9,93bde74fdd41477b566d6d7ddea62619.jpg,CLUTTER_SIDEWALK,1006.110107421875,0.0,688.478515625,360.98309326171875
7,055f975c73af31b07d8a86bb7a64fd84.jpg,BAD_BILLBOARD,449.59423828125,88.18083190917969,249.4845428466797,51.1047477722168
3,055f975c73af31b07d8a86bb7a64fd84.jpg,GARBAGE,637.857177734375,519.8348999023438,640.4668579101562,554.22607421875
7,055f975c73af31b07d8a86bb7a64fd84.jpg,BAD_BILLBOARD,1276.280029296875,938.8917846679688,83.93987274169922,0.0
3,055f975c73af31b07d8a86bb7a64fd84.jpg,GARBAGE,558.3245239257812,437.6837158203125,652.616943359375,559.15966796875
3,055f975c73af31b07d8a86bb7a64fd84.jpg,GARBAGE,203.26148986816406,12.298587799072266,718.2122192382812,577.4383544921875
3,055f975c73af31b07d8a86bb7a64fd84.jpg,GARBAGE,331.1320495605469,172.30226135253906,661.2906494140625,560.8680419921875
7,055f975c73af31b07d8a86bb7a64fd84.jpg,BAD_BILLBOARD,1919.62060546875,1724.6162109375,80.23683166503906,0.0
3,055f975c73af31b07d8a86bb7a64fd84.jpg,GARBAGE,1920.0,1834.5135498046875,728.6686401367188,638.9400634765625
7,055f975c73af31b07d8a86bb7a64fd84.jpg,BAD_BILLBOARD,779.3865966796875,571.7520141601562,275.04559326171875,161.92849731445312
8,7fecc6508e38c050551bb0a27bb5ec55.jpg,SAND_ON_ROAD,1386.8465576171875,1232.8175048828125,499.91949462890625,397.61334228515625
3,7fecc6508e38c050551bb0a27bb5ec55.jpg,GARBAGE,277.901611328125,152.4517364501953,626.7326049804688,525.5493774414062
3,97a35f63e54bbab1cbd3d3f0068c16c5.jpg,GARBAGE,1295.796142578125,989.9357299804688,915.9761962890625,720.4613647460938
4,0ba2a22e1f8aa653476ce5f957a85310.jpg,CONSTRUCTION_ROAD,1452.698974609375,883.3671875,606.438232421875,176.16879272460938
4,0ba2a22e1f8aa653476ce5f957a85310.jpg,CONSTRUCTION_ROAD,1920.0,1218.1669921875,798.8648681640625,57.812644958496094
4,0ba2a22e1f8aa653476ce5f957a85310.jpg,CONSTRUCTION_ROAD,286.7637939453125,0.0,772.85205078125,122.13411712646484
4,0ba2a22e1f8aa653476ce5f957a85310.jpg,CONSTRUCTION_ROAD,564.5635986328125,5.6990203857421875,678.54638671875,158.555419921875
4,0ba2a22e1f8aa653476ce5f957a85310.jpg,CONSTRUCTION_ROAD,885.6510009765625,596.268798828125,487.0419616699219,342.2261962890625
4,0ba2a22e1f8aa653476ce5f957a85310.jpg,CONSTRUCTION_ROAD,1024.576904296875,767.5445556640625,483.2216796875,351.353515625
7,c44b1a4dc62f0ea8e0d3288c19628cf0.jpg,BAD_BILLBOARD,1472.9945068359375,1157.5360107421875,384.7906494140625,178.81649780273438
3,c44b1a4dc62f0ea8e0d3288c19628cf0.jpg,GARBAGE,531.0819091796875,435.220458984375,548.5996704101562,490.95892333984375
1,c44b1a4dc62f0ea8e0d3288c19628cf0.jpg,FADED_SIGNAGE,727.5215454101562,597.484619140625,412.38409423828125,276.30438232421875
9,c44b1a4dc62f0ea8e0d3288c19628cf0.jpg,CLUTTER_SIDEWALK,753.6810302734375,330.935791015625,597.4722290039062,412.8226318359375
4,c44b1a4dc62f0ea8e0d3288c19628cf0.jpg,CONSTRUCTION_ROAD,763.2952880859375,594.7843017578125,493.92071533203125,361.3431396484375
9,c44b1a4dc62f0ea8e0d3288c19628cf0.jpg,CLUTTER_SIDEWALK,503.9414978027344,0.0,804.7073364257812,471.5785217285156
3,fa2a7f0a40ca918e1ca9feb4027cff96.jpg,GARBAGE,816.120849609375,488.7421875,956.5764770507812,777.896484375
4,fa2a7f0a40ca918e1ca9feb4027cff96.jpg,CONSTRUCTION_ROAD,1791.943603515625,1167.560546875,588.5856323242188,419.0091552734375
3,fa2a7f0a40ca918e1ca9feb4027cff96.jpg,GARBAGE,1377.553955078125,1242.2630615234375,805.8092041015625,719.487060546875
4,fa2a7f0a40ca918e1ca9feb4027cff96.jpg,CONSTRUCTION_ROAD,1389.0517578125,858.74365234375,603.8328857421875,440.94464111328125
3,fa2a7f0a40ca918e1ca9feb4027cff96.jpg,GARBAGE,1103.35791015625,999.8370361328125,807.563232421875,735.685546875
3,fa2a7f0a40ca918e1ca9feb4027cff96.jpg,GARBAGE,648.0123291015625,474.7601623535156,843.8311767578125,730.92822265625
2,cf91e1f58cff6cba07aafa147802532f.jpg,POTHOLES,1343.646484375,540.6185302734375,1080.0,606.9301147460938
8,cf91e1f58cff6cba07aafa147802532f.jpg,SAND_ON_ROAD,1466.1036376953125,1219.1124267578125,515.7783203125,328.583251953125
4,cd6ad05e61ee246342826bf2c735029f.jpg,CONSTRUCTION_ROAD,848.9947509765625,0.0,794.1586303710938,221.05490112304688
4,cd6ad05e61ee246342826bf2c735029f.jpg,CONSTRUCTION_ROAD,1920.0,1053.631103515625,834.3563232421875,251.31365966796875
3,cd6ad05e61ee246342826bf2c735029f.jpg,GARBAGE,702.132080078125,474.3414001464844,755.6112670898438,620.4752807617188
4,cd6ad05e61ee246342826bf2c735029f.jpg,CONSTRUCTION_ROAD,1607.330078125,575.28515625,814.6658935546875,272.0472412109375
7,4a0cf1ca978746b565200446a120f364.jpg,BAD_BILLBOARD,300.56304931640625,0.0,494.698974609375,289.4085388183594
9,4a0cf1ca978746b565200446a120f364.jpg,CLUTTER_SIDEWALK,1709.51904296875,901.159423828125,763.25830078125,532.4210815429688
4,4a0cf1ca978746b565200446a120f364.jpg,CONSTRUCTION_ROAD,807.4473876953125,0.0,826.2447509765625,423.95465087890625
2,dd6b7ec17090ad2a9257f3247044a75a.jpg,POTHOLES,515.8297119140625,120.63482666015625,756.3458251953125,508.78082275390625
2,dd6b7ec17090ad2a9257f3247044a75a.jpg,POTHOLES,322.1213684082031,0.0,1080.0,763.3450927734375
2,dd6b7ec17090ad2a9257f3247044a75a.jpg,POTHOLES,892.0721435546875,669.67919921875,684.9970703125,485.3885192871094
3,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,GARBAGE,1392.89208984375,1148.445556640625,740.663330078125,598.4972534179688
9,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,CLUTTER_SIDEWALK,1915.9259033203125,1202.40087890625,739.3602294921875,378.93157958984375
9,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,CLUTTER_SIDEWALK,648.102294921875,0.0,702.6307373046875,339.716064453125
9,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,CLUTTER_SIDEWALK,1510.3427734375,284.76861572265625,725.8641357421875,359.29779052734375
3,cc070ed1148fef2de4416db60b01ee95.jpg,GARBAGE,1505.758544921875,1387.365478515625,401.01995849609375,315.07354736328125
